address,authDate,compAuthId,compBizNo,compName,compRegNo,compTel,compTypeNm,presidentName,product,rnum,compMgrNo,cancelDate,compCert
"대구광역시 달서구 성서로 229, 310호 성서지삭산업",2024-10-24,1578,234-87-00318,(주)와겐,제2024-073호,053-583-2811,일반,이소희,제조업(침구류),229,wagen123,,
"인천광역시 연수구 인천타워대로 323, A동 19층 1906호",2024-10-11,1577,131-82-13708,사단법인 대한용사장애인협회,제2024-072호,055-292-1171,일반,박승범,"경비 및 경호업, 서비스업(청소, 시설관리, 위생관리, 옥외공고 등)",230,,,
"서울특별시 영등포구 영등포로5길 19, 912호",2024-10-11,1576,451-88-03294,한국장애인고용산업주식회사,제2024-071호,02-6096-6351,일반,김재준,"사업지원 서비스업(사업시설 유지, 관리)",231,,,
경기도 파주시 광탄면 진지로 41,2024-10-11,1575,146-81-00848,주식회사 신영엘에스티,제2024-070호,031-944-3990,일반,이대식,제조업(실험대 생산 등),232,sylst,,
"서울특별시 중구 세종대로 4길 25, 2층 201호",2024-10-11,1574,218-81-19415,(주)국민트랜스,제2024-069호,02-486-7788,일반,박동식,서비스업(포장이사 및 운수업),233,kukmin24,,
"서울특별시 중구 세종대로 4길 25, 2층 201호",2024-10-11,1574,218-81-19415,(주)국민트랜스,제2024-069호,02-486-7788,일반,박동식,서비스업(포장이사 및 운수업),234,kukmin,,
충청북도 청주시 상당구 낭성면 단재로 1792,2024-10-11,1573,126-82-20906,모퉁이돌사회적협동조합,제2024-068호,043-287-5161,일반,이은희,"제조업(면류, 마카로니 등), 서비스업(문화예술체험)",235,,,
"서울특별시 강서구 양천로 424, 제10층 제1018호(등촌동)",2024-10-11,1572,311-81-53615,(주)아이씨엠비전,제2024-067호,070-7677-4533,일반,김형곤,제조업(영상감시장치 등),236,,,
경상남도 창원시 마산회원구 내서읍 신평안길 13,2024-10-02,1569,608-10-78922,가림건설 조은창,제2024-066호,055-292-1171,일반,오세록,"건설업(실내건축공사업), 제조업(알루미늄창 등)",237,ohdowool,,
광주광역시 남구 에너지밸리산업4로 81,2024-10-02,1568,187-82-00356,(사)벗나래복지회,제2024-065호,062-384-0433,일반,정민준,"제조업(수배전반, 계장계측제어, 펌프, 제진기 등)",238,,,
"서울특별시 용산구 한강대로 109, 17층 1703호",2024-10-02,1565,107-87-40191,주식회사 캔버시,제2024-064호,02-2071-0723,일반,이숙경,전자상거래 소매 중개업(온라인 도매 오픈마켓 서비스),239,canvasee07,,
"경기도 부천시 길주로 276, 404호",2024-10-02,1567,314-96-27221,국가대표안마센터,제2024-063호,032-327-8575,일반,김덕주,서비스업(안마),240,ejrwn0607,,
"서울특별시 서초구 동산로8길 780, 1층(양재동)",2024-10-02,1566,864-82-00598,아해하제사회적협동조합,제2024-062호,031-698-3354,일반,최경민,단순제조업 및 임가공업(제품포장),241,,,
충청남도 천안시 동남구 성남면 석곡3길 67,2024-09-20,1561,312-81-68902,(주)세종보안시스템,제2024-061호,042-571-9426,일반,유미숙,"제조업(CCTV 등 유,무선통신장비, 금속기둥 등)",242,sejong9426,,
충청남도 보령시 주포면 배재길 6-77,2024-09-20,1560,313-81-17779,엔에스시스템(주),제2024-060호,041-935-7388,일반,전혜숙,"제조업(전기, 통신, 태양광발전장치 제작 및 설치)",243,ns0825,,
"인천광역시 서구 백범로 611, 710호(가좌동, 주안아르테크)",2024-09-20,1559,195-87-03271,(주)365위드,제2024-059호,032-264-8200,일반,인은경,인쇄업(복사용지),244,365with,,
"서울시 성동구 동일로 287, 플라이쿱빌딩",2024-09-20,1558,206-86-67277,플라이쿱,제2024-058호,02-742-7539,일반,김기선,"제조업(여성복, 패션브랜드 자수 등)",245,flyqup,,
충청남도 천안시 서부대로 257-13 2층(우현빌딩),2024-09-06,1557,307-82-07569,(사)충청남도장애인복지정보화협회,제2024-057호,041-575-7120,일반,김익환,"제조업(배잔반, 자동제어반 등)",246,kim210311,,
경기도 부천시 산업로 8번길 4(오정동),2024-09-06,1556,130-86-91581,(주)플라워즈,제2024-056호,032-673-4894,일반,이상인,"제조업(화장품 용기), 인쇄 및 포장",247,,,
"인천광역시 부평구 부평대로 283, C동 5층 509호",2024-09-06,1555,735-81-03378,(주)희망드리미,제2024-055호,032-522-2282,자회사,장우영,"제조업(떡, 빵 및 과자류)",248,,,
경기도 광명시 범안로 817(하안동),2024-09-06,1554,130-81-69221,대동안전주식회사,제2024-054호,02-899-1542,일반,"김혜진, 정봉성","도장공사업(도장, 차선도색, 미끄럼방지공사 등)",249,,,
전라남도 나주시 왕곡면 혁신산단9길 82,2024-08-27,1535,818-88-02071,(주)알텍시스템,제2024-053호,031-258-1163,일반,최충현,제조업(콘트롤러 등),250,,,
"경기도 성남시 중원구 사기막골로 99, 비-1402, 1403, 1404",2024-08-26,1542,379-86-03187,주식회사 한소울지식정보,제2024-052호,031-762-4586,자회사,안진환,"정보통신업, 데이터서비스 개발 및 공급업",251,,,
"서울시 용산구 새창로 101, 1청, 3층(용문동)",2024-08-26,1541,106-86-75045,주식회사 티앤티솔루션,제2024-051호,02-716-0547,일반,"박동혁, 신광섭",도소매업(컴퓨터 및 주변기기),252,,,
"경기도 부천시 원미구 송내대로 388, 부천테크노파크 203동 502호",2024-08-26,1540,736-87-00513,(주)애플하우스,제2024-050호,-,일반,김경숙,"제조업(일반 도자기, 임가공 등)",253,applehouse,,
경기도 김포시 대곶면 율마로181번길 31-3,2024-08-26,1539,814-87-03047,(주)아이엔비,제2024-049호,031-983-1704,일반,이수인,제조업(상하수도 기계),254,,,
"경기도 성남시 분당구 판교역로 136, 힐스테이트 판교역b2111호",2024-08-26,1536,866-87-02938,주식회사 백플러스,제2024-048호,02-1688-6726,일반,백현숙,서비스(건물위생관리용역) 및 임가공,255,100bbpp,,
"대구시 수성구 화랑로34길 173, 402동 101호 2호실 (만촌동, 만촌 신동아 파밀리에)",2024-08-26,1543,482-87-01459,(주)맘쓰랩,제2024-047호,053-951-8173,일반,김소향,서비스 및 제조업(빵 및 차류),256,,,
"서울특별시 금천구 디지털로 178, 비동 1607호",2024-08-19,1534,233-81-00220,(주)앤돌핀,제2024-046호,070-4896-3399,일반,손영준,영상제작 용역,257,andorphine,,
경기도 구리시 아치울길 3번길 11,2024-08-19,1545,347-81-02828,(주)써큘러랩스,제2024-045호,031-562-3111,일반,최희진,다회용 제품 순환 서비스업,258,circularlabs,,
"서울특별시 강서구 양천로 620, 비즈니스센터 1404호",2024-08-19,1544,304-81-32645,(주)가능,제2024-044호,02-493-8944,일반,심정선,경비 및 경호업,259,,,
"서울특별시 동대문구 왕산로 200, 911호(전농동, 롯데캐슬 SKY-L65)",2024-08-12,1550,134-81-40565,(주)보광시스템,제2024-043호,02-2214-0009,일반,김재성,"제조, 도소매업(광고, 판촉물)",260,,,
"서울특별시 영등포구 영등포로 150, C동 213호 214호(당산동 1가)",2024-08-12,1549,369-88-00815,(주)인투인웍스,제2024-042호,02-1877-7810,자회사,김지연,인력공급업,261,intoin1357,,
경기도 시흥시 금화로627번길 46-4,2024-08-12,1547,285-81-03500,주식회사 더함플러스,제2024-040호,031-317-4111,일반,박수연,"제조업(금속문, 창, 셔터)",262,theham8898,,
"경상북도 구미시 형곡로 32길 5-7, 101호, 102호",2024-08-12,1546,205-87-02604,(주)엘타,제2024-039호,054-458-3050,일반,김은철,세탁업(세탁서비스),263,speed3005,,
인천광역시 서구 원당대로 608번안길 15(당하동),2024-08-05,1530,131-82-14099,(사)한국근로장애인진흥회,제2024-038호,032-435-8857,일반,윤기상,"제조업(사무용지류,화장지류,영상감지장치, 인쇄물, 판촉물인쇄)",264,kpawd410,,
"인천광역시 남동구 도림북로 16번길 29, 1층",2024-08-05,1529,418-81-56529,(주)지에이치팩토리,제2024-037호,032-468-3186,일반,이근화,세탁업(산업용 세탁물),265,,,
서울특별시 서초구 반호대로13 아이티센빌딩,2024-08-05,1528,381-88-03001,(주)위드센,제2024-036호,000-000-0000,일반,이순환,"서비스업(사업시설 유지, 관리)",266,,,
전라남도 화순군 동면 동농공길 26-8,2024-08-05,1527,408-86-06371,주식회사 글리제,제2024-035호,062-222-3210,일반,박호영,서비스업(디자인),267,,,
"세종특별자치시 집현북로 52, 1205동 사회적기업공간 1호(집현동, 새나루마을12단지)",2024-07-25,1526,434-82-00403,사회적협동조합 우선구매24,제2024-034호,044-865-7588,일반,노국현,"인쇄업(인쇄물),화물운송업,도소매업(판촉물, 문구류)",268,px1199,,
"경기도 고양시 덕양구 무원로 6번길 36,501호",2024-07-19,1525,117-81-77034,(주)팝업북코리아,제2024-033호,07082616174,일반,김화영,서비스업(출판),269,,,
"서울특별시 성동구 광나루로 6길 35, 7층 712호",2024-07-19,1524,211-88-13312,(주)명인에스아이엔지니어링,제2024-032호,02-512-6699,일반,김인호,서비스업(전기설계 및 감리),270,,,
"부산광역시 수영구 연수로 397, JN빌딩 8층",2024-07-19,1523,437-86-02863,(주)브라보비버부산,제2024-031호,000-000-0000,자회사,이선호,식품제조가공업(초콜릿 및 견과류 등),271,,,
경기도 고양시 일산동구 대산로25(정발산동),2024-07-18,1522,484-88-03144,(주)올모일산,제2024-030호,1600-3755,자회사,정선희,소매업(예술품 및 골동품),272,olmoilsan,,
강원도 원주시 서곡널다리길 6,2024-07-15,1521,643-86-02963,(주)스토리,제2024-029호,033-763-7118,일반,이용현,도소매업(과일),273,yoyo8424,,
경상북도 구미시 1공단로 4길 152(임은동),2024-07-15,1520,767-86-03215,블랑제리길(주),제2024-028호,054-714-9002,,이정우,제과제빵 생산,274,,,
"경기도 양주시 광적면 부흥로 847, 501호 502호",2024-07-15,1519,151-62-00247,보노BNS,제2024-027호,031-878-5008,일반,김다솔,제조 및 도소매업(양말),275,bonobns,,
경기도 파주시 광탄면 보광로 1075,2024-06-20,1533,549-87-00151,(주)티엔티,제2024-026호,031-942-2061,일반,조정수,제조업(가구 등),276,tnt74520,,
전라남도 담양군 담양읍 에코길 27-10,2024-06-20,1532,409-86-48656,주식회사 신양씨엔에스,제2024-025호,061-381-9805,,정주원,제조업(플라스틱 관람석 의자 등),277,shinyangcns,2024-12-06,
"부산광역시 해운대구 센텀동로 71, 904호",2024-06-17,1531,384-81-03262,(주)올모,제2024-024호,000-000-0000,일반,정선희,서비스업(화가 및 도예 등),278,olmo,,
"대전광역시 대덕구 대화로 106번길 66, 232호(대화동, 펜타플렉스)",2024-06-10,1517,173-87-02971,주식회사 준어패럴,제2024-022호,042-632-1830,일반,원성준,"근무복 외 피복류(작업복, 운동복, 군복, 유니폼 등), 제조업(가죽 키케이스 등)",279,junapparel,,
대전광역시 서구 도산로 452번길 24(용문동),2024-05-23,1516,305-86-31741,(주)쓰임받는사람들,제2024-021호,042-488-3783,일반,권혁내,"도소매(전산/사무/화장지/판촉물), 전상품 구매대행 서비스, 제조업(사무용품), 용역(청소/소독/불법촬영)",280,ssuim1118,,
전라남도 나주시 왕곡면 혁신산단3길 73-13,2024-05-23,1515,211-10-14684,미래텍,제2024-020호,061-820-7272,일반,김경태,"제조업(계량기, 케이블, 보호판 등)",281,,,
경상북도 안동시 풍산읍 본마을길 135-5,2024-05-23,1553,508-03-20350,위생세탁공장,제2024-019호,051-853-9829,일반,김지영,산업용 세탁업,282,,,
"서울특별시 금천구 가산디지털1로 45, 503호(이앤씨드림타워 8차)",2024-05-13,1513,112-86-00888,주식회사 더스마트솔루션,제2024-018호,02-424-2355,일반,박관우,"서비스업, 광고 및 광고대행업 등",283,,,
경기도 파주시 월롱면 정문로 296번길 101,2024-05-13,1512,152-87-02955,(주)원에어테크,제2024-017호,031-941-8856,일반,이주원,제조업(공기여과기),284,wairtech,,
"서울특별시 동대문구 안암로 32, 2층(용두동)",2024-05-07,1511,881-82-00195,사단법인 장애인일자리나눔협회,제2024-016호,070-7655-8000,일반,김수환,"제조업(인쇄, 임가공 등)",285,,,
경기도 용인시 처인구 모현읍 포은대로 1268,2024-05-07,1510,129-82-13364,(사)한국장애인농축산기술협회,제2024-015호,070-4942-1810,일반,홍귀표,"도소매업(화훼, 생화), 임가공, 용역",286,kath13364,,
경기도 김포시 양촌읍 황금3로 20,2024-05-02,1509,137-81-53851,(주)한아테크,제2024-014호,032-572-1230,일반,장성준,제조업(텐트 등),287,,,
"서울특별시 강서구 화곡로 416, 827호(등촌동)",2024-04-23,1508,114-82-09631,사단법인 순환자원과 함께하는사람들,제2024-013호,02-2131-4324,일반,김재춘,비철금속 원료재생업,288,repeoples,,
"강원특별자치도 홍천군 서면 동막옹골길 29, 1층",2024-04-11,1507,789-86-01881,주식회사 행복무지개마을,제2024-012호,070-7500-0266,일반,"김예진, 오순근","도소매업, 제조업(사무용품, 인쇄, 농산물 등)",289,mgm7889,,
"서울특별시 구로구 디지털로 32길 30, 301호, 302호, 305호(구로동)",2024-03-28,1505,113-86-52171,한국복지방송(주),제2024-010호,070-8633-6050,일반,심준구,"서비스(자막방송, 속기용역 등)",290,kwbc,,
전라남도 강진군 강진산단로 149,2024-03-15,1504,410-81-47900,주식회사 시온테크닉스,제2024-009호,061-434-8600,일반,문은영,"제조업(수위조절기, 염소투입기 등)",291,ziontech,,
"경기도 고양시 덕양구 청초로 66, 에이동 2102호",2024-02-05,1552,522-87-03018,(주)이지에스,제2024-007호,02-3158-5062,일반,손성헌,"사업시설 관리, 사업지원 및 임대서비스업(건축물 일반 청소업)",292,ecogreen,,
전라남도 해남군 화원면 조선소길 498,2024-02-05,1551,115-88-02860,(주)대한위드엔젤스,제2024-006호,061-531-2871,자회사,강신태,"도소매(카페, 매점)",293,,,
"서울시 금천구 가산디지털1로 171, 515호",2024-01-29,1443,188-86-01171,에이케이에스정보(주),제2024-005호,000-000-0000,일반,안기수,정보통신공사업,294,,,
대전광역시 대덕구 문평서로 52(문평동 48-30),2024-01-25,1433,385-87-02991,(주)클라우망,제2024-003호,042-932-5111,자회사,김상호,"제조업, 도소매업(타올)",295,clauman,,
"경기도 성남시 분당구 돌마로 47, 6층 606호(금곡동, 이코노샤르망)",2024-01-25,1432,560-88-02885,주식회사 컴투스위드,제2024-002호,02-6292-6000,자회사,조성완,공연 및 기획업,296,,,
"서울특별시 중랑구 신내역3길 40-36, A동 515호(신내동)",2024-01-01,1390,189-86-02173,주식회사 지안네이처,제2024-001호,1882-2888,일반,이미자,"제조업(인쇄, 상품도소매)",297,jian5000,,
울산광역시 북구 효천1길 15,2023-12-29,1474,610-18-94708,다운&amp;,제2023-109호,052-288-4881,일반,이진숙,세탁업,298,,,
전라북도 익산시 하나로1길 34(금강동),2023-12-29,1473,482-88-02547,유한회사 엠플러스,제2023-108호,000-000-0000,자회사,이민호,음료소매업,299,,,
강원특별자치도 춘천시 동면 만천로 28-84,2023-12-29,1470,380-87-01492,주식회사 구스범스리바트리,제2023-105호,033-253-2222,일반,최진혁,도매 및 음식점업,300,a3808701492,,
경기도 양주시 은현면 운하로 101번길 198-99,2023-12-29,1469,127-86-55712,농업회사법인 (유)굿푸드,제2023-104호,031-836-1890,일반,김기현,도매업(도시락),301,,,
강원특별자치도 고성군 토성면 고성대로 688,2023-12-29,1468,154-81-01299,주식회사 다승써플라이,제2023-103호,031-633-3142,일반,강영희,세탁업,302,,,
"경기도 안산시 단원구 동산로 76, B114gh",2023-12-26,1389,129-82-10993,사단법인 보성,제2023-101호,031-380-2433,일반,김봉준,"제조업(배전반, LED 등)",303,boseong,,
전라북도 군산시 성산면 동군산로 119,2023-12-26,1388,401-06-96429,장미산업,제2023-100호,063-453-9066,일반,문정욱,서비스업(세탁),304,,,
"강원특별자치도 호이성군 우천면 정문로88, 일륜기공㈜ 내 공장에이동",2023-12-26,1387,758-86-01873,주식회사 아이앤프렌즈,제2023-099호,033-340-5051,자회사,"이상원, 장용환",제조업(자동차부품 등),305,iandfriends,,
광주광역시 남구 회재로 1218번길 17,2023-12-26,1386,408-81-92514,(주)승진어패럴,제2023-098호,062-676-4665,일반,이상복,제조업(의류),306,,,
경상남도 진주시 모덕로 117번길 6,2023-12-26,1385,342-81-03410,주식회사 참빛,제2023-097호,055-755-0388,일반,최선미,농업(스마트팜수경재배),307,,,
"서울특별시 성동구 광나루로 130, 907호",2023-12-26,1383,206-86-77101,주식회사 윌비소프트,제2023-095호,02-558-0758,일반,맹주수,서비스업(소프트웨어 개발 및 판매),308,wbsoft,,
광주광역시 광산구 평동산단로 169번길,2023-12-26,1382,346-86-01947,(주)상상소재,제2023-094호,062-940-7521,자회사,김환기,제조업(감광재료),309,,,
경기도 화성시 마도면 청원산단1길 10-9,2023-12-26,1381,130-36-97479,나노전자,제2023-093호,031-404-0935,일반,윤영기,"제조업(에어커튼, 계절가전 등)",310,,,
경기도 파주시 조리읍 능안로 265번길 3-37,2023-12-26,1380,128-81-36824,(주)정산업,제2023-092호,031-945-7057,일반,장정호,제조업(철제가구 등),311,jungind,,
경기도 고양시 일산서구 대화로 46(대화동),2023-12-26,1378,532-81-00262,(주)두레드림스,제2023-090호,031-919-2638,일반,김정현,커피가공업,312,,,
경기도 파주시 광탄면 방축길 113,2023-12-26,1377,818-81-02577,주식회사 경기산업,제2023-089호,000-000-0000,일반,원용재,서비스업(세탁),313,yj343700,,
전라북도 전주시 완산구 우전로 241,2023-12-26,1376,185-87-02713,주식회사 더블유에이치에스,제2023-088호,063-715-1300,자회사,권강,서비스업(주차관리 등),314,,,
전라북도 임실군 강진면 강운로 122-12,2023-12-19,1375,407-81-29890,농업회사법인 섬진강다슬기마을 주식회사,제2023-087호,063-643-2015,일반,최기술,"농수산물, 식품제조가공(다슬기 가공식품)",315,ktt7597,,
울산광역시 중구 우정11길 29(우정동),2023-12-19,1374,548-77-00407,지엔피,제2023-086호,052-997-0001,일반,이규정,제조업(근무복 등),316,,,
울산광역시 중구 성안14길 47(성안동),2023-12-19,1373,566-81-02318,(주)천해,제2023-085호,1522-5131,일반,류동우,도시락가공업,317,neweast77,,
경상남도 양산시 상북면 소석리 587,2023-12-19,1372,257-87-02250,주식회사 고뫼,제2023-084호,055-374-0902,일반,이덕수,제과 제빵 음료 등,318,,,
"울산광역시 북구 진장21길 4, 101호",2023-12-19,1371,457-82-00518,다른과너른 울산발달장애인 사회적협동조합,제2023-083호,052-298-8253,일반,이광준,서비스업(출장세차),319,,,
충청남도 논산시 노성면 장마두로 766-9,2023-12-14,1370,522-81-02190,농업회사법인(주)조선무,제2023-082호,041-732-0210,일반,강주식,제조 및 입가공업(쌈무 등),320,,,
경상남도 진해시 진영읍 본산로110번길 14,2023-12-14,1369,616-86-28321,(주)이화클리닝,제2023-081호,055-346-5211,일반,송인보,서비스업(병원세탁물 수거 및 세탁),321,,,
"경기도 시흥시 서울대학로 59-21, 609호(배곧동, 배곧로얄팰리스테크노 1차)",2023-12-14,1368,719-88-01265,주식회사 세이프윈,제2023-080호,1588-2879,일반,홍숙희,"제조업(창호, 금속제창 등)",322,safewin1,,
제주특별자치도 제주시 애월읍 광령9길 10-10,2023-12-14,1367,143-81-34302,주식회사 제주크린,제2023-079호,000-000-0000,,전소영,서비스업(세탁),323,,,
경기도 가평군 상면 축령로 28,2023-12-14,1366,415-86-02301,(주)빵샘에프앤비,제2023-078호,031-585-8004,일반,김성민,제과점업(제빵),324,,,
충청북도 제천시 강저로 7-12(강제동),2023-12-12,1365,809-86-00658,(주)와이케이컴퍼니,제2023-077호,02-890-0812,일반,박주미,가공업(티백차 등),325,yk0501,,
경상북도 영천시 상록8길 15(야사동),2023-12-12,1363,504-81-13286,(주)성안,제2023-075호,053-358-2011,일반,김성홍,제조업(조명장치 등),326,blux,,
전라남도 목포시 대양산단로199번길 67(대양동),2023-12-12,1361,775-86-02519,도우새사회적협동조합,제2023-073호,061-272-8300,일반,최창호,제조업(영상감시장치),327,dus8877,,
서울특별시 구로구 디지털로 31길 59-14 1층(구로동),2023-12-05,1360,479-87-02694,(주)조인스위드,제2023-072호,02-890-0812,자회사,양거성,커피 전문점 운영업,328,,,
"서울특별시 양천구 신월로 289, 퀸즈포디엄 204호",2023-12-05,1358,241-86-01701,주식회사 누리마이스,제2023-070호,02-6925-7479,일반,백규석,국내외 여행업,329,nrmice,,
경기도 의정부시 용민로 98(민락동),2023-12-05,1357,568-82-00142,희망을심는나무 사회적협동조합,제2023-069호,031-823-4246,일반,김경호,중고상품 소매업,330,,,
경기도 의정부시 정음로 15(고산동),2023-12-05,1356,127-82-20646,사단법인 장애청년꿈을잡고,제2023-068호,031-852-9203,일반,지구덕,서비스업(카페),331,,,
대전광역시 대덕구 평촌4길 20(평촌동),2023-12-05,1355,314-86-45900,(주)아이원,제2023-067호,042-671-3710,일반,김재형,"제조업(수소연료전지모듈, 심헐장비, 인터랙티브 플로어)",332,tst3456,,
전라북도 김제시 하홍로 413,2023-11-29,1354,729-86-02933,(유)최강케이씨,제2023-066호,063-544-8285,일반,김형수,"제조업(골판지, 판지상자 및 용기)",333,cgkc23,,
전라북도 전주시 덕진구 구렛들 3길 48(팔복동1가) 1층,2023-11-29,1353,328-38-00726,제이원,제2023-065호,063-213-1910,일반,강해우,"생활용품, 판촉물, 기타식품 등",334,,,
대전광역시 서구 영골길 81,2023-11-29,1352,314-81-26631,금강실리테크(주),제2023-064호,042-584-3241,일반,정헌민,"제조업(실리콘, 계면활성제 등)",335,kgsi3241,,
대전광역시 중구 산서로 952-10,2023-11-22,1351,393-88-01476,햇잎푸드(주),제2023-063호,042-638-0255,일반,김지현,"제조업(소스류 식품), 축산물 판매",336,julietno4,,
"서울특별시 구로구 디지털로31길 62, 1013, 1014호",2023-11-22,1350,788-86-01781,주식회사 하이비츠,제2023-062호,031-1670-0654,일반,이민우,서비스업(냉난방기 및 공조기 청소),337,mercurysun,,
충청남도 아산시 둔포면 이화서길 23,2023-11-22,1349,844-88-02745,(주)엠디에스,제2023-061호,070-4159-8800,일반,강승모,의료기관 세탁물 처리,338,mds02745,,
"서울특별시 강서구 마곡중앙5로 지하9, 상가14호",2023-11-17,1348,846-82-00120,해피팜 협동조합,제2023-060호,02-3663-6141,일반,김길자,"기타 작물재배업(새싹쌈, 엽채류)",339,happyfarm,,
"부산광역시 부산진구 양지로 54, 306, 307호",2023-11-10,1347,765-81-02915,주식회사 새날애,제2023-059호,051-868-6526,자회사,이은호,도소매업(밀키트 외),340,saenalae6525,,
경상북도 칠곡군 가산면 다부원1길 93-26,2023-11-09,1346,514-22-81071,천일칼라PACK,제2023-058호,054-972-9262,일반,김인교,제조업 등(지함 및 종이상자 등),341,1001pack,,
서울시 용산구 한강대로 92,2023-11-09,1345,770-81-02772,(유)피더블유씨컨설팅행복나눔,제2023-057호,000-000-0000,,박성조,기타 사업지원 서비스업,342,,,
"경기도 시흥시 하중로 198, 5층",2023-11-02,1344,140-82-70998,하나더하기,제2023-056호,031-314-0771,일반,안덕희,문구용 종이제품 제조업,343,ymca1818,,
"경기도 수원시 영통구 월드컵로 76, 1동 2층 203디호",2023-10-30,1343,558-87-02871,(주)아이에이엠,제2023-055호,000-000-0000,자회사,한정우,"도매 및 소매업(편의점, 카페운영 등)",344,,,
"전라북도 전주시 덕진구 만성중앙로 59, 604호",2023-10-20,1341,414-87-02853,주식회사 원일중공업,제2023-053호,063-212-6799,일반,김미숙,"펌프류, 리프트장비 및 액세서리, 배관금속부품 및 설비",345,goodwonil,,
대전광역시 유성구 문지로 282-10(문지동),2023-10-05,1338,268-81-02883,(주)아누타,제2023-050호,042-820-9680,자회사,이명기,"서비스업(AI활용 미술교육, 미술판매, 전시, 카페운영 등)",346,anuta,,
경기도 용인시 처인구 원삼면 맹리로2번길 31,2023-09-26,1337,224-86-02928,주식회사 풀무원투게더,제2023-049호,031-328-2580,자회사,박광순,"제조 및 서비스업(아이스팩 제조업, 식음료 사업지원)",347,ptg02928,,
"서울특별시 영등포구 당산로41길, 이(E)동 1906호(당산동4가, 당산SKV1센터)",2023-09-20,1336,105-82-14464,사단법인 한국장애인소비자연합,제2023-048호,02-6952-2580,일반,이규일,"제조 및 서비스업(장애인접근성평가, 사무용지 제조)",348,kdukorea,,
"&apos;서울특별시 동대문구 왕산로 117, 13층 1호(제기동, 불로장생타워상가)",2023-09-20,1335,862-93-01262,헬스모아,제2023-047호,000-000-0000,일반,박현수,보건업(안마),349,,,
"경상남도 김해시 내외중앙로 137, 휴앤락쇼핑몰 340호",2023-09-20,1334,534-87-03122,(주)동그라미,제2023-046호,000-000-0000,자회사,최재석,교육서비스업(공연 등),350,grami8,,
"부산광역시 사하구 낙동대로 542, 140호 213호 214호, 지하 301호",2023-09-20,1333,603-31-74566,동아기획,제2023-045호,051-291-7605,일반,"이경희, 이경숙","출판, 제조",351,donga01,,
경상북도 포항시 북구 소티재로 151번길 5,2023-09-05,1332,106-86-04948,(주)자의누리,제2023-044호,054-250-5000,일반,최은정,"서평 교육, 그림렌탈, 커피제품 판매",352,cw8836,,
"서울특별시 용산구 서빙고로 245, 2층",2023-09-05,1331,106-82-15336,(사)한국장애인녹색재단,제2023-043호,02-711-3001,일반,정원석,도소매 제조,353,dy6758,,
"서울특별시 강서구 강서로 385, 제8층 804-13(마곡동 우성에스비타워)",2023-08-24,1324,430-88-02454,주식회사 새날드림,제2023-040호,02-6925-7114,일반,안병준,건물위생관리,354,saenaldream,,
"경기도 안산시 다원구 엠티브이20로 12번길 44, 4사 804(성곡동, 엠티브이단지)",2023-08-17,1323,123-81-74347,(주)정인시스템,제2023-039호,031-496-9625,일반,유신하,제조(개폐기),355,,,
충청북도 청주시 서원구 현도면 우록1길 30,2023-08-07,1320,682-48-00804,반려인,제2023-036호,043-267-8286,일반,박진성,옥외광고물 등 제조업,356,coinage,,
"서울시 구로구 경인로 661, 101동 1814호",2023-08-07,1319,641-87-02566,주식회사 만나투게더,제2023-035호,02-1877-7708,자회사,조광문,물류대행업(배달대행 및 물류센터 운영업),357,,,
"울산광역시 울주군 옹촌면 고연공단 1길 19,21",2023-08-07,1318,661-86-02772,유한회사 우성워싱웨이,제2023-034호,052-267-7320,일반,김성범,세탁업,358,,,
인천광역시 서구 건지로 120-8(가좌동),2023-07-20,1317,137-86-37706,(주)경신엠유엘,제2023-033호,032-572-1729,일반,송민규,"서비스 등(의료기관세탁업, 산업용세탁업 등)",359,,,
경상남도 통영시 도사면 법송3길 54-6,2023-07-11,1316,612-09-54049,통영통발,제2023-032호,055-641-3088,일반,사철안,제조업(장어용 통발 등),360,sasido,,
"서울특별시 중구 수표로 48-7, 201호",2023-07-06,1315,104-82-12594,(사)하나복지회,제2023-031호,02-2266-5847,일반,이영임,"인쇄, 의류 제조 등",361,,,
"경기도 안산시 단원구 광덕대로 137, 에이동 306호(밀레니엄빌딩)",2023-07-06,1314,883-81-01515,(주)트리쉐이드,제2023-030호,1899-8704,일반,최태우,축산물 도소매업,362,treeshade,,
"경상남도 양산시 물금읍 증산역로 135,310호(퍼스트조양)",2023-06-27,1313,504-88-02546,(주)에이아이엠디,제2023-029호,055-372-5677,자회사,정부성,"데이터라벨링, 엑셀코딩교육",363,aimd23,,
"서울특별시 성동구 아찬사로17길 48, 1동 4층 415 420호(성수동2가, SK V1센터)",2023-06-27,1312,212-81-85498,(주)도서출판점자,제2023-028호,02-3426-7211,일반,김동복,제조업(점자인쇄),364,kbraille,,
"서울특별시 성동구 성수일로8길 5(성수동2가, 서울숲SKV1타워에이동7층701-712호)",2023-06-27,1311,206-25-48963,아트리아,제2023-027호,02-6233-8266,일반,김재영,제조업(의료기기),365,atria6266,,
"서울특별시 성동구 광나루로8길 31, 2동 10층(성수동2가, SK V1센터)",2023-06-27,1310,126-81-91990,(주)네오피에스,제2023-026호,02-455-1235,일반,안복희,제조업(의류),366,nps1235,,
대구광역시 달서구 호산로5,2023-06-15,1309,503-42-64686,한영공업사,제2023-025호,053-581-7211,일반,장재원 외 1명,"제조업(종량제봉투, 쓰레기봉투 등)",367,pjaewonq,,
